"row_id","movie_name","rating","votes","meta_score","genre0","genre1","genre2","genre3","pr_rating","year","duration","cast0","cast1","cast2","cast3","cast4","director","number_rating","weekly_rank","weekly_hours_viewed","runtime","weekly_views","cumulative_weeks_in_top_10"
265,"A Boy Called Christmas","6.7","26000","61","Adventure, Drama, Family","Adventure"," Drama"," Family","PG",2021,"1h 46m","Maggie Smith, Isabella O'Sullivan, Joel Fry, Eden Lawrence","Maggie Smith"," Isabella O'Sullivan"," Joel Fry"," Eden Lawrence","Gil Kenan","2",5,"19360000",NULL,NULL,2
265,"A Boy Called Christmas","6.7","26000","61","Adventure, Drama, Family","Adventure"," Drama"," Family","PG",2021,"1h 46m","Maggie Smith, Isabella O'Sullivan, Joel Fry, Eden Lawrence","Maggie Smith"," Isabella O'Sullivan"," Joel Fry"," Eden Lawrence","Gil Kenan","2",3,"26820000",NULL,NULL,1
327,"A Man Called Otto","7.5","144000","51","Comedy, Drama","Comedy"," Drama",NULL,"PG-13",2022,"2h 6m","Tom Hanks, Mariana Treviño, Rachel Keller, John Higgins","Tom Hanks"," Mariana Treviño"," Rachel Keller"," John Higgins","Marc Forster","3",10,"5350000",NULL,NULL,4
327,"A Man Called Otto","7.5","144000","51","Comedy, Drama","Comedy"," Drama",NULL,"PG-13",2022,"2h 6m","Tom Hanks, Mariana Treviño, Rachel Keller, John Higgins","Tom Hanks"," Mariana Treviño"," Rachel Keller"," John Higgins","Marc Forster","3",4,"10640000",NULL,NULL,3
327,"A Man Called Otto","7.5","144000","51","Comedy, Drama","Comedy"," Drama",NULL,"PG-13",2022,"2h 6m","Tom Hanks, Mariana Treviño, Rachel Keller, John Higgins","Tom Hanks"," Mariana Treviño"," Rachel Keller"," John Higgins","Marc Forster","3",2,"19880000",NULL,NULL,2
327,"A Man Called Otto","7.5","144000","51","Comedy, Drama","Comedy"," Drama",NULL,"PG-13",2022,"2h 6m","Tom Hanks, Mariana Treviño, Rachel Keller, John Higgins","Tom Hanks"," Mariana Treviño"," Rachel Keller"," John Higgins","Marc Forster","3",1,"13480000",NULL,NULL,1
1373,"A Quiet Place Part II","7.2","264000","71","Drama, Horror, Sci-Fi","Drama"," Horror"," Sci-Fi","PG-13",2020,"1h 37m","Emily Blunt, Millicent Simmonds, Cillian Murphy, John Krasinski","Emily Blunt"," Millicent Simmonds"," Cillian Murphy"," John Krasinski","John Krasinski","3",9,"5750000",NULL,NULL,2
1373,"A Quiet Place Part II","7.2","264000","71","Drama, Horror, Sci-Fi","Drama"," Horror"," Sci-Fi","PG-13",2020,"1h 37m","Emily Blunt, Millicent Simmonds, Cillian Murphy, John Krasinski","Emily Blunt"," Millicent Simmonds"," Cillian Murphy"," John Krasinski","John Krasinski","3",8,"4760000",NULL,NULL,1
1949,"American Made","7.1","203000","65","Action, Comedy, Crime","Action"," Comedy"," Crime","R",2017,"1h 55m","Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons","Tom Cruise"," Domhnall Gleeson"," Sarah Wright"," Jesse Plemons","Doug Liman","4",4,"9300000","1.9167","4900000",1
680,"Army of the Dead","5.8","183000","57","Action, Crime, Drama","Action"," Crime"," Drama","R",2021,"2h 28m","Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick","Dave Bautista"," Ella Purnell"," Ana de la Reguera"," Omari Hardwick","Zack Snyder","4",7,"7620000",NULL,NULL,3
680,"Army of the Dead","5.8","183000","57","Action, Crime, Drama","Action"," Crime"," Drama","R",2021,"2h 28m","Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick","Dave Bautista"," Ella Purnell"," Ana de la Reguera"," Omari Hardwick","Zack Snyder","4",4,"16910000",NULL,NULL,2
680,"Army of the Dead","5.8","183000","57","Action, Crime, Drama","Action"," Crime"," Drama","R",2021,"2h 28m","Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick","Dave Bautista"," Ella Purnell"," Ana de la Reguera"," Omari Hardwick","Zack Snyder","4",7,"5780000",NULL,NULL,1
1622,"Army of Thieves","6.4","86000","49","Action, Comedy, Crime","Action"," Comedy"," Crime","TV-MA",2021,"2h 7m","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin","Matthias Schweighöfer"," Nathalie Emmanuel"," Ruby O. Fee"," Stuart Martin","Matthias Schweighöfer",NULL,7,"12260000",NULL,NULL,4
1622,"Army of Thieves","6.4","86000","49","Action, Comedy, Crime","Action"," Comedy"," Crime","TV-MA",2021,"2h 7m","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin","Matthias Schweighöfer"," Nathalie Emmanuel"," Ruby O. Fee"," Stuart Martin","Matthias Schweighöfer",NULL,4,"20560000",NULL,NULL,3
1622,"Army of Thieves","6.4","86000","49","Action, Comedy, Crime","Action"," Comedy"," Crime","TV-MA",2021,"2h 7m","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin","Matthias Schweighöfer"," Nathalie Emmanuel"," Ruby O. Fee"," Stuart Martin","Matthias Schweighöfer",NULL,1,"71610000",NULL,NULL,2
1622,"Army of Thieves","6.4","86000","49","Action, Comedy, Crime","Action"," Comedy"," Crime","TV-MA",2021,"2h 7m","Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin","Matthias Schweighöfer"," Nathalie Emmanuel"," Ruby O. Fee"," Stuart Martin","Matthias Schweighöfer",NULL,1,"49640000",NULL,NULL,1
1204,"Beauty and the Beast","8","474000","95","Animation, Family, Fantasy","Animation"," Family"," Fantasy","G",1991,"1h 24m","Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart","Paige O'Hara"," Robby Benson"," Jesse Corti"," Rex Everhart","Gary TrousdaleKirk Wise","1",10,"1150000",NULL,NULL,4
229,"Beauty and the Beast","7.1","329000","65","Adventure, Family, Fantasy","Adventure"," Family"," Fantasy","PG",2017,"2h 9m","Emma Watson, Dan Stevens, Luke Evans, Josh Gad","Emma Watson"," Dan Stevens"," Luke Evans"," Josh Gad","Bill Condon","2",10,"1150000",NULL,NULL,4
1204,"Beauty and the Beast","8","474000","95","Animation, Family, Fantasy","Animation"," Family"," Fantasy","G",1991,"1h 24m","Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart","Paige O'Hara"," Robby Benson"," Jesse Corti"," Rex Everhart","Gary TrousdaleKirk Wise","1",10,"1800000",NULL,NULL,3
229,"Beauty and the Beast","7.1","329000","65","Adventure, Family, Fantasy","Adventure"," Family"," Fantasy","PG",2017,"2h 9m","Emma Watson, Dan Stevens, Luke Evans, Josh Gad","Emma Watson"," Dan Stevens"," Luke Evans"," Josh Gad","Bill Condon","2",10,"1800000",NULL,NULL,3
229,"Beauty and the Beast","7.1","329000","65","Adventure, Family, Fantasy","Adventure"," Family"," Fantasy","PG",2017,"2h 9m","Emma Watson, Dan Stevens, Luke Evans, Josh Gad","Emma Watson"," Dan Stevens"," Luke Evans"," Josh Gad","Bill Condon","2",9,"1790000",NULL,NULL,2
1204,"Beauty and the Beast","8","474000","95","Animation, Family, Fantasy","Animation"," Family"," Fantasy","G",1991,"1h 24m","Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart","Paige O'Hara"," Robby Benson"," Jesse Corti"," Rex Everhart","Gary TrousdaleKirk Wise","1",9,"1790000",NULL,NULL,2
1204,"Beauty and the Beast","8","474000","95","Animation, Family, Fantasy","Animation"," Family"," Fantasy","G",1991,"1h 24m","Paige O'Hara, Robby Benson, Jesse Corti, Rex Everhart","Paige O'Hara"," Robby Benson"," Jesse Corti"," Rex Everhart","Gary TrousdaleKirk Wise","1",7,"2740000",NULL,NULL,1
229,"Beauty and the Beast","7.1","329000","65","Adventure, Family, Fantasy","Adventure"," Family"," Fantasy","PG",2017,"2h 9m","Emma Watson, Dan Stevens, Luke Evans, Josh Gad","Emma Watson"," Dan Stevens"," Luke Evans"," Josh Gad","Bill Condon","2",7,"2740000",NULL,NULL,1
116,"Blade Runner 2049","8","637000","81","Action, Drama, Mystery","Action"," Drama"," Mystery","R",2017,"2h 44m","Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista","Harrison Ford"," Ryan Gosling"," Ana de Armas"," Dave Bautista","Denis Villeneuve","4",6,"7850000",NULL,NULL,1
688,"Blonde","5.5","70000","50","Drama, History","Drama"," History",NULL,"NC-17",2022,"2h 47m","Ana de Armas, Lily Fisher, Julianne Nicholson, Tygh Runyan","Ana de Armas"," Lily Fisher"," Julianne Nicholson"," Tygh Runyan","Andrew Dominik","5",9,"6090000",NULL,NULL,3
688,"Blonde","5.5","70000","50","Drama, History","Drama"," History",NULL,"NC-17",2022,"2h 47m","Ana de Armas, Lily Fisher, Julianne Nicholson, Tygh Runyan","Ana de Armas"," Lily Fisher"," Julianne Nicholson"," Tygh Runyan","Andrew Dominik","5",4,"17410000",NULL,NULL,2
688,"Blonde","5.5","70000","50","Drama, History","Drama"," History",NULL,"NC-17",2022,"2h 47m","Ana de Armas, Lily Fisher, Julianne Nicholson, Tygh Runyan","Ana de Armas"," Lily Fisher"," Julianne Nicholson"," Tygh Runyan","Andrew Dominik","5",2,"37340000",NULL,NULL,1
225,"Bullet Train","7.3","398000","49","Action, Comedy, Thriller","Action"," Comedy"," Thriller","R",2022,"2h 7m","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry","Brad Pitt"," Joey King"," Aaron Taylor-Johnson"," Brian Tyree Henry","David Leitch","4",10,"6940000",NULL,NULL,5
225,"Bullet Train","7.3","398000","49","Action, Comedy, Thriller","Action"," Comedy"," Thriller","R",2022,"2h 7m","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry","Brad Pitt"," Joey King"," Aaron Taylor-Johnson"," Brian Tyree Henry","David Leitch","4",9,"7250000",NULL,NULL,4
225,"Bullet Train","7.3","398000","49","Action, Comedy, Thriller","Action"," Comedy"," Thriller","R",2022,"2h 7m","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry","Brad Pitt"," Joey King"," Aaron Taylor-Johnson"," Brian Tyree Henry","David Leitch","4",4,"13530000",NULL,NULL,3
225,"Bullet Train","7.3","398000","49","Action, Comedy, Thriller","Action"," Comedy"," Thriller","R",2022,"2h 7m","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry","Brad Pitt"," Joey King"," Aaron Taylor-Johnson"," Brian Tyree Henry","David Leitch","4",3,"24620000",NULL,NULL,2
225,"Bullet Train","7.3","398000","49","Action, Comedy, Thriller","Action"," Comedy"," Thriller","R",2022,"2h 7m","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry","Brad Pitt"," Joey King"," Aaron Taylor-Johnson"," Brian Tyree Henry","David Leitch","4",5,"11320000",NULL,NULL,1
314,"Burlesque","6.4","92000","47","Drama, Music, Musical","Drama"," Music"," Musical","PG-13",2010,"1h 59m","Cher, Christina Aguilera, Alan Cumming, Eric Dane","Cher"," Christina Aguilera"," Alan Cumming"," Eric Dane","Steve Antin","3",10,"5540000",NULL,NULL,1
1590,"Casper","6.2","145000","49","Comedy, Family, Fantasy","Comedy"," Family"," Fantasy","PG",1995,"1h 40m","Bill Pullman, Christina Ricci, Cathy Moriarty, Eric Idle","Bill Pullman"," Christina Ricci"," Cathy Moriarty"," Eric Idle","Brad Silberling","2",7,"5400000","1.6667","3200000",1
1866,"Charlie's Angels","5.6","194000","52","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG-13",2000,"1h 38m","Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray","Cameron Diaz"," Drew Barrymore"," Lucy Liu"," Bill Murray","McG","3",10,"4920000",NULL,NULL,1
27,"Chicken Run: Dawn of the Nugget","6.5","6300","63","Animation, Adventure, Comedy","Animation"," Adventure"," Comedy","PG",2023,"1h 41m","Thandiwe Newton, Zachary Levi, Bella Ramsey, Imelda Staunton","Thandiwe Newton"," Zachary Levi"," Bella Ramsey"," Imelda Staunton","Sam Fell","2",2,"20300000","1.7","11900000",1
1782,"Christmas with You","5.6","7400","39","Comedy, Family, Romance","Comedy"," Family"," Romance","TV-PG",2022,"1h 29m","Freddie Prinze Jr., Aimee Garcia, Deja Monique Cruz, Gabriel Sloyer","Freddie Prinze Jr."," Aimee Garcia"," Deja Monique Cruz"," Gabriel Sloyer","Gabriela Tagliavini",NULL,6,"13800000",NULL,NULL,2
1782,"Christmas with You","5.6","7400","39","Comedy, Family, Romance","Comedy"," Family"," Romance","TV-PG",2022,"1h 29m","Freddie Prinze Jr., Aimee Garcia, Deja Monique Cruz, Gabriel Sloyer","Freddie Prinze Jr."," Aimee Garcia"," Deja Monique Cruz"," Gabriel Sloyer","Gabriela Tagliavini",NULL,6,"17930000",NULL,NULL,1
1383,"Cold Pursuit","6.2","76000","57","Action, Comedy, Crime","Action"," Comedy"," Crime","R",2019,"1h 59m","Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund","Liam Neeson"," Laura Dern"," Micheál Neeson"," Michael Eklund","Hans Petter Moland","4",7,"5900000","1.9667","3000000",4
1383,"Cold Pursuit","6.2","76000","57","Action, Comedy, Crime","Action"," Comedy"," Crime","R",2019,"1h 59m","Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund","Liam Neeson"," Laura Dern"," Micheál Neeson"," Michael Eklund","Hans Petter Moland","4",10,"6700000","1.9667","3400000",3
1383,"Cold Pursuit","6.2","76000","57","Action, Comedy, Crime","Action"," Comedy"," Crime","R",2019,"1h 59m","Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund","Liam Neeson"," Laura Dern"," Micheál Neeson"," Michael Eklund","Hans Petter Moland","4",3,"17300000","1.9667","8800000",2
1383,"Cold Pursuit","6.2","76000","57","Action, Comedy, Crime","Action"," Comedy"," Crime","R",2019,"1h 59m","Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund","Liam Neeson"," Laura Dern"," Micheál Neeson"," Michael Eklund","Hans Petter Moland","4",4,"13200000","1.9667","6700000",1
1380,"Collateral","7.5","427000","71","Action, Crime, Drama","Action"," Crime"," Drama","R",2004,"2h","Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo","Tom Cruise"," Jamie Foxx"," Jada Pinkett Smith"," Mark Ruffalo","Michael Mann","4",10,"6100000",NULL,NULL,1
1560,"Den of Thieves","7","121000","49","Action, Crime, Drama","Action"," Crime"," Drama","R",2018,"2h 20m","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent","Gerard Butler"," Pablo Schreiber"," O'Shea Jackson Jr."," 50 Cent","Christian Gudegast","4",9,"5420000",NULL,NULL,1
1637,"Despicable Me","7.6","574000","72","Animation, Adventure, Comedy","Animation"," Adventure"," Comedy","PG",2010,"1h 35m","Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Steve Carell"," Jason Segel"," Russell Brand"," Julie Andrews","Pierre CoffinChris Renaud","2",9,"5590000",NULL,NULL,4
1637,"Despicable Me","7.6","574000","72","Animation, Adventure, Comedy","Animation"," Adventure"," Comedy","PG",2010,"1h 35m","Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Steve Carell"," Jason Segel"," Russell Brand"," Julie Andrews","Pierre CoffinChris Renaud","2",9,"7170000",NULL,NULL,3
1637,"Despicable Me","7.6","574000","72","Animation, Adventure, Comedy","Animation"," Adventure"," Comedy","PG",2010,"1h 35m","Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Steve Carell"," Jason Segel"," Russell Brand"," Julie Andrews","Pierre CoffinChris Renaud","2",6,"8950000",NULL,NULL,2
1637,"Despicable Me","7.6","574000","72","Animation, Adventure, Comedy","Animation"," Adventure"," Comedy","PG",2010,"1h 35m","Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Steve Carell"," Jason Segel"," Russell Brand"," Julie Andrews","Pierre CoffinChris Renaud","2",8,"6850000",NULL,NULL,1
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",10,"5360000",NULL,NULL,8
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",7,"6930000",NULL,NULL,7
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",4,"10250000",NULL,NULL,6
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",3,"17130000",NULL,NULL,5
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",2,"28390000",NULL,NULL,4
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",1,"58200000",NULL,NULL,3
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",1,"152290000",NULL,NULL,2
277,"Don't Look Up","7.2","580000","49","Comedy, Drama, Sci-Fi","Comedy"," Drama"," Sci-Fi","R",2021,"2h 18m","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Cate Blanchett","Leonardo DiCaprio"," Jennifer Lawrence"," Meryl Streep"," Cate Blanchett","Adam McKay","4",1,"111030000",NULL,NULL,1
1411,"Dora and the Lost City of Gold","6.1","34000","63","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG",2019,"1h 42m","Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria","Isabela Merced"," Eugenio Derbez"," Michael Peña"," Eva Longoria","James Bobin","2",10,"4900000","1.7","2900000",2
1411,"Dora and the Lost City of Gold","6.1","34000","63","Action, Adventure, Comedy","Action"," Adventure"," Comedy","PG",2019,"1h 42m","Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria","Isabela Merced"," Eugenio Derbez"," Michael Peña"," Eva Longoria","James Bobin","2",7,"8750000",NULL,NULL,1
1941,"Dragged Across Concrete","6.9","54000","60","Action, Crime, Drama","Action"," Crime"," Drama","R",2018,"2h 39m","Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White","Mel Gibson"," Vince Vaughn"," Tory Kittles"," Michael Jai White","S. Craig Zahler","4",8,"3240000",NULL,NULL,3
1941,"Dragged Across Concrete","6.9","54000","60","Action, Crime, Drama","Action"," Crime"," Drama","R",2018,"2h 39m","Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White","Mel Gibson"," Vince Vaughn"," Tory Kittles"," Michael Jai White","S. Craig Zahler","4",4,"9310000",NULL,NULL,2
1941,"Dragged Across Concrete","6.9","54000","60","Action, Crime, Drama","Action"," Crime"," Drama","R",2018,"2h 39m","Mel Gibson, Vince Vaughn, Tory Kittles, Michael Jai White","Mel Gibson"," Vince Vaughn"," Tory Kittles"," Michael Jai White","S. Craig Zahler","4",5,"9590000",NULL,NULL,1
1697,"Elysium","6.6","466000","61","Action, Drama, Sci-Fi","Action"," Drama"," Sci-Fi","R",2013,"1h 49m","Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","Matt Damon"," Jodie Foster"," Sharlto Copley"," Alice Braga","Neill Blomkamp","4",10,"5170000",NULL,NULL,1
1446,"Enola Holmes","6.6","213000","68","Action, Adventure, Crime","Action"," Adventure"," Crime","PG-13",2020,"2h 3m","Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter","Millie Bobby Brown"," Henry Cavill"," Sam Claflin"," Helena Bonham Carter","Harry Bradbeer","3",9,"7610000",NULL,NULL,3
1446,"Enola Holmes","6.6","213000","68","Action, Adventure, Crime","Action"," Adventure"," Crime","PG-13",2020,"2h 3m","Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter","Millie Bobby Brown"," Henry Cavill"," Sam Claflin"," Helena Bonham Carter","Harry Bradbeer","3",3,"18650000",NULL,NULL,2
1446,"Enola Holmes","6.6","213000","68","Action, Adventure, Crime","Action"," Adventure"," Crime","PG-13",2020,"2h 3m","Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter","Millie Bobby Brown"," Henry Cavill"," Sam Claflin"," Helena Bonham Carter","Harry Bradbeer","3",8,"9640000",NULL,NULL,1
1401,"Extraction","6.8","256000","56","Action, Thriller","Action"," Thriller",NULL,"R",2020,"1h 56m","Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal","Chris Hemsworth"," Bryon Lerum"," Ryder Lerum"," Rudhraksh Jaiswal","Sam Hargrave","4",4,"11800000","1.9667","6000000",3
1401,"Extraction","6.8","256000","56","Action, Thriller","Action"," Thriller",NULL,"R",2020,"1h 56m","Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal","Chris Hemsworth"," Bryon Lerum"," Ryder Lerum"," Rudhraksh Jaiswal","Sam Hargrave","4",2,"27200000","1.9667","13800000",2
1401,"Extraction","6.8","256000","56","Action, Thriller","Action"," Thriller",NULL,"R",2020,"1h 56m","Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal","Chris Hemsworth"," Bryon Lerum"," Ryder Lerum"," Rudhraksh Jaiswal","Sam Hargrave","4",2,"18800000","1.9667","9600000",1
668,"F9: The Fast Saga","5.2","158000","58","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2021,"2h 23m","Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson","Vin Diesel"," Michelle Rodriguez"," Jordana Brewster"," Tyrese Gibson","Justin Lin","3",5,"10200000","2.3833","4300000",4
668,"F9: The Fast Saga","5.2","158000","58","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2021,"2h 23m","Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson","Vin Diesel"," Michelle Rodriguez"," Jordana Brewster"," Tyrese Gibson","Justin Lin","3",3,"24900000","2.3833","10400000",3
668,"F9: The Fast Saga","5.2","158000","58","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2021,"2h 23m","Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson","Vin Diesel"," Michelle Rodriguez"," Jordana Brewster"," Tyrese Gibson","Justin Lin","3",10,"4160000",NULL,NULL,2
668,"F9: The Fast Saga","5.2","158000","58","Action, Crime, Thriller","Action"," Crime"," Thriller","PG-13",2021,"2h 23m","Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson","Vin Diesel"," Michelle Rodriguez"," Jordana Brewster"," Tyrese Gibson","Justin Lin","3",9,"6540000",NULL,NULL,1
161,"Fair Play","6.4","30000","73","Drama, Mystery, Thriller","Drama"," Mystery"," Thriller","R",2023,"1h 53m","Phoebe Dynevor, Alden Ehrenreich, Eddie Marsan, Rich Sommer","Phoebe Dynevor"," Alden Ehrenreich"," Eddie Marsan"," Rich Sommer","Chloe Domont","4",6,"7300000","1.9167","3800000",3
